id,followers_count,wall_comments,comment_count,post_count,like_count,friends_count,group_count,posts_count,reposts_count,verified,videos_count,audios_count,photos_count,gifts_count
2728,209,1,10,500,784,176,486,163,337,0,1257,0,1241,110
2729,16,1,1,400,1042,39,0,0,400,0,13,0,50,0
2730,176,1,89,800,2417,53,0,14,786,0,1789,0,575,40
2731,294,1,2,598,319,114,3948,79,283,0,145,538,215,24
2732,45,1,1,600,129,29,184,61,343,0,385,0,283,0
2733,31,1,355,900,115,113,120,54,437,0,195,382,88,9
2734,51,1,24,800,208,45,436,11,554,0,284,90,16,134
2735,113,1,121,7200,504,19,0,9,5983,0,15,0,120,0
2736,83,1,406,100,151,23,0,4,54,0,59,0,24,0
2737,466,1,23,600,796,51,892,19,427,0,584,0,88,0
2738,62,1,25,799,1544,63,190,44,409,0,14,14,36,8
2739,424,1,15,6000,2696,62,376,100,3839,0,374,720,871,0
2740,63,1,96,1200,5,297,1900,96,442,0,115,9,2907,0
2741,31,0,14,999,11,62,54,74,814,0,37,0,464,0
2742,91,1,16,900,2761,5,0,41,543,0,65,0,128,0
2743,29,1,431,283,1807,6,0,30,22,0,17,27,590,4
2744,125,1,54,699,831,46,716,2,389,0,320,220,41,40
2745,396,1,7,1300,292,1003,490,876,172,0,40,0,5878,0
2746,418,1,110,498,201,32,254,165,254,0,1256,651,568,0
2747,0,1,17,13628,1119,1819,0,2644,9989,0,1880,8930,2849,28
2748,61,1,14,2200,495,35,384,29,1094,0,3,0,161,3
2749,17,1,4,1928,284,3,56,16,1912,0,2,4,48,0
2750,373,1,19,900,448,48,776,194,463,0,701,730,396,42
2751,39,1,17,5100,1066,21,0,21,5024,0,72,667,214,4
2752,8,1,104,439,198,11,0,15,336,0,0,0,0,0
2753,12,1,17,1200,54,312,0,51,851,0,3,35,16,1
2754,25,1,17,800,201,51,338,150,307,0,4,0,583,4
2755,176,1,2556,92,206,14,198,36,20,0,55,203,150,0
2756,64,1,4,11750,1890,30,836,6773,2000,0,17,5,7803,56
2757,6,1,24,457,167,11,348,6,451,0,0,158,30,0
2758,14,1,1,725,19,11,0,31,694,0,4,17,129,0
2759,9,1,3,652,58,11,0,19,633,0,0,42,24,8
2760,10,1,16,391,184,15,0,72,319,0,0,0,0,0
2761,6,1,22,375,189,20,166,36,339,0,14,868,91,10
2762,342,1,11,4559,7,606,472,242,165,0,30,0,8857,0
2763,1273,1,20,1800,1912,439,3050,56,1206,0,23,188,1862,0
2764,4899,1,84,500,439,880,652,336,164,0,776,1864,4301,59
2765,118,1,10,3515,263,207,106,104,1301,0,83,41,240,8
2766,95,1,1980,600,603,298,180,267,57,0,65,0,1414,0
2767,332,1,526,300,497,378,452,27,273,0,316,0,343,0
2768,52,1,1136,600,164,137,106,70,190,0,11,0,203,2
2769,168,1,864,399,973,572,346,63,155,0,156,981,2417,0
2770,142,1,165,368,603,695,486,60,303,0,162,0,20,0
2771,35,1,16,700,17,75,116,21,513,0,304,0,135,0
2772,116,1,8,400,448,3932,628,67,333,0,1802,0,17698,0
2773,295,1,10,1850,272,79,0,29,570,0,40,0,80,0
2774,68,1,3,1600,529,33,0,61,1279,0,704,145,874,9
2775,30,1,13,700,244,42,0,15,453,0,4,23,28,0
2776,0,1,2,900,447,16,0,165,210,0,12,46,90,4
2777,54,1,3,1200,2157,96,510,250,944,0,426,430,4068,0
2778,159,1,4,500,102,92,0,40,324,0,981,509,255,7
2779,122,1,42,1861,942,98,568,104,943,0,175,388,7442,53
2780,269,1,434,600,1718,410,7882,12,588,0,476,0,2079,0
2781,51,1,10,499,293,59,0,34,465,0,208,1568,190,0
2782,68,1,1015,1600,341,248,116,16,1514,0,44,0,200,0
2783,37,1,3,1000,1457,113,284,122,479,0,119,0,320,41
2784,35,1,3,1200,362,47,0,27,683,0,2,60,197,0
2785,18,1,2,500,73,285,158,230,151,0,350,592,3577,50
2786,124,1,3,1500,160,76,646,275,733,0,1988,0,542,0
2787,9,1,8,800,380,76,168,82,335,0,24,0,54,0
2788,81,1,38,500,150,60,232,97,403,0,279,0,2540,21
2789,304,1,47,3800,2843,97,1102,242,2694,0,1203,0,919,0
2790,66,1,979,1200,1363,23,2500,390,601,0,46,28,1385,53
2791,196,1,6,1800,1059,34,460,254,1062,0,103,287,378,0
2792,561,1,14,400,10106,25,5460,9,391,0,1819,1538,468,116
2793,94,0,12,1100,20,57,1412,73,617,0,149,126,290,19
2794,84,1,33,2099,484,40,394,41,1502,0,451,242,27,104
2795,25,1,2,500,373,27,256,298,202,0,173,0,2221,0
2796,26,1,65,800,17,29,0,54,337,0,1578,0,312,0
2797,13,1,2,3523,33,40,0,77,2786,0,2,0,1715,1
2798,3,1,3,1328,11,192,0,133,434,0,0,1,355,0
2799,2,1,7,1299,190,22,152,62,1163,0,57,0,44,0
2800,52,1,3,500,173,29,140,142,258,0,63,0,792,0
2801,127,1,3,798,111,20,664,154,364,0,2544,10000,82,0
2802,41,1,3,700,283,31,660,86,303,0,161,0,367,0
2803,20,1,1898,1998,258,6,232,255,701,0,61,0,61,0
2804,211,1,33,1286,184,1,0,449,340,0,49,0,1391,0
2805,11,1,7,399,119,8,134,23,376,0,76,0,16,0
2806,46,1,32,2200,166,12,254,28,996,0,0,0,225,0
2807,31,1,13,1200,565,12,346,40,454,0,1397,0,206,0
2808,1570,1,1,3774,31,745,0,2,3288,0,2,1,75,1
2809,41,1,1,1200,172,308,520,256,304,0,8,90,603,3
2810,139,1,20,7340,492,229,0,53,7282,0,40,8,28,3
2811,22,0,2,1400,3386,57,0,15,874,0,250,0,811,0
2812,675,1,6,4512,75,333,0,384,66,0,500,10000,9656,0
2813,219,1,74,701,569,234,310,74,353,0,399,119,2654,33
2814,10785,1,152,28115,99,9552,770,459,315,0,2363,1351,5264,276
2815,27,1,3,1540,26,505,168,158,205,0,237,0,1411,0
2816,808,1,12,700,634,176,2690,70,435,0,1373,5378,619,0
2817,86,1,1,600,299,123,46,96,486,0,19,0,702,0
2818,73,1,18,3123,1462,437,0,290,103,0,670,10000,4060,0
2819,250,1,3,600,877,653,330,193,310,0,410,486,579,61
2820,108,1,1061,14,11,147,98,1,2,0,21,284,27,0
2821,198,1,45,399,354,184,326,12,387,0,328,0,404,0
2822,41,1,1,1100,383,87,0,9,722,0,25,10,36,5
2823,198,1,81,4482,565,82,0,18,536,0,215,573,212,0
2824,171,1,134,500,3489,206,96,156,272,0,1415,0,1815,0
2825,23,1,222,800,69,133,272,525,123,0,539,683,676,0
2826,1033,1,8,1214,324,6359,778,311,218,0,138,1147,52,15
2827,16,1,3,2597,3,950,0,4,710,0,0,66,89,1
2828,112,0,43,400,564,609,122,126,242,0,909,0,207,0
2829,197,1,10,1000,471,93,2176,16,429,0,861,0,248,0
2830,283,1,38,600,845,38,872,134,220,0,569,215,5005,33
2831,106,1,17,799,465,29,222,21,498,0,49,0,664,0
2832,56,1,4374,231,1324,37,334,44,6,0,158,299,308,3
2833,8,1,301,1700,249,36,114,452,738,0,57,3,6199,3
2834,214,1,43,3206,35,691,62,2,1215,0,4,0,1395,0
2835,208,1,5,1099,178,282,1048,17,680,0,2,0,2,7
2836,13,1,10,600,198,21,0,50,372,0,176,0,129,5
2837,421,1,12,2648,299,4051,0,352,952,0,20,0,1314,19
2838,44,1,4,1800,3,20,0,37,1273,0,818,0,22,0
2839,6,1,8,358,92,1,0,232,126,0,10,2,80,0
2840,619,1,27,9755,86,1675,0,716,243,0,921,434,2699,0
2841,66,1,547,500,56,183,214,218,110,0,48,62,831,30
2842,2001,1,25,802,299,90,394,69,470,0,1058,0,3038,0
2843,1392,1,1058,100,39,2065,928,16,14,0,468,0,208,0
2844,96,1,250,1000,130,221,494,30,422,0,246,0,224,0
2845,59,0,1653,399,64,384,216,234,42,0,32,0,35,0
2846,4963,1,8,800,772,822,456,13,395,0,138,0,31,0
2847,0,1,514,400,343,136,190,38,172,0,551,400,1117,76
2848,10,1,2,2495,148,80,52,244,236,0,150,0,2969,0
2849,28,1,3207,100,18,136,304,13,15,0,71,0,104,0
2850,19,1,78,599,25,55,290,264,170,0,163,875,5582,4
2851,38,1,1,1068,1059,134,0,29,1026,0,18,104,165,0
2852,183,1,3,900,27,53,0,38,595,0,134,0,2212,6
2853,28,1,29,800,17,8,6,150,385,0,214,0,192,0
2854,96,1,11,400,149,223,46,11,351,0,94,0,135,0
2855,5,1,71,319,165,77,196,2,307,0,1,0,0,2
2856,73,1,29,899,209,384,440,16,598,0,20,0,358,0
2857,72,1,3861,100,288,122,816,8,1,0,752,255,593,0
2858,27,1,422,2100,782,37,0,25,1372,0,553,0,123,4
2859,164,1,490,224,2140,63,0,6,0,0,532,0,798,0
2860,36,1,41,500,175,77,148,21,416,0,135,521,191,79
2861,883,1,83,599,57,735,1166,60,243,0,603,47,254,0
2862,98,1,9,1200,351,50,0,94,322,0,66,0,106,0
2863,283,1,62,700,31,875,776,294,130,0,224,724,2461,0
2864,34,0,1,700,44,1,0,296,168,0,192,0,3133,0
2865,31,1,413,100,1,78,576,1,52,0,516,331,260,0
2866,920,1,32,1000,739,339,410,265,445,0,228,0,1208,0
2867,132,1,1,800,128,95,1174,37,419,0,94,690,542,13
2868,130,1,1193,100,17,45,10,6,19,0,28,271,67,14
2869,102,1,162,499,2741,40,406,28,341,0,39,0,839,0
2870,99,1,3,1000,289,13,444,9,991,0,123,0,211,3
2871,203,1,4,1600,30,234,160,15,1040,0,172,0,196,0
2872,1115,1,24,8198,18668,143,0,158,206,0,218,0,260,0
2873,38,1,7,11158,1211,52,0,48,4640,0,2191,922,620,0
2874,52,1,4106,500,434,19,0,2,255,0,3,0,166,0
2875,80,1,80,828,220,32,728,30,402,0,7,5,906,10
2876,121,1,5,800,43110,27,242,18,481,0,479,0,166,0
2877,20,1,8,700,2316,9,174,21,511,0,21,0,105,8
2878,67,1,48,1000,113,23,262,128,562,0,6,3,254,10
2879,21,1,7,5400,517,32,0,1,5168,0,211,427,248,0
2880,0,1,16,506,142,20,946,179,187,0,19,45,130,0
2881,121,1,7,1099,276,287,2614,125,695,0,137,472,783,6
2882,39,1,36,1500,660,8,134,2,1080,0,3,0,3,0
2883,121,1,1019,198,533,43,188,97,78,0,20,0,428,0
2884,7,1,3,600,88,15,0,161,371,0,10,36,302,5
2885,45,1,8,1437,66,1055,0,18,659,0,0,2,10,1
2886,27,1,6,1400,579,678,0,27,897,0,1,13,23,3
2887,83,1,8,1100,30,28,104,562,18,0,7,0,1030,0
2888,3,1,21,1498,36,42,620,76,1122,0,163,24,252,3
2889,37,1,2,1100,354,4,96,32,1068,0,645,0,386,0
2890,162,1,6,600,186,213,68,17,431,0,248,224,1133,8
2891,272,1,3,1732,253,360,0,23,354,0,749,0,390,14
2892,1701,1,1,4100,14,1509,1802,2429,31,0,972,1673,929,68
2893,86,1,46,8508,201,77,0,17,696,0,114,0,312,0
2894,223,1,490,801,564,525,142,82,479,0,368,0,142,0
2895,102,1,7,899,158,188,0,91,506,0,2394,0,2707,0
2896,124,1,636,400,110,317,112,38,197,0,91,354,326,0
2897,86,1,93,3200,284,25,0,10,3055,0,59,0,412,0
2898,56,1,7,1558,463,62,154,133,714,0,155,33,148,10
2899,152,1,13,1100,492,539,3986,115,759,0,51,436,827,15
2900,51,1,8,1200,189,111,304,1,904,0,14,105,48,1
2901,100,1,775,300,125,38,310,58,242,0,136,0,87,0
2902,154,1,3,3100,165,591,510,58,1816,0,102,0,123,0
2903,28,1,7,2026,94,611,326,195,230,0,159,1241,2282,0
2904,211,1,190,700,1074,419,206,86,385,0,140,876,801,86
2905,305,1,13,400,129,628,390,70,292,0,154,0,1070,35
2906,657,1,207,300,406,366,960,215,85,0,377,0,15606,0
2907,38,1,403,800,2045,34,392,72,548,0,632,1287,1005,0
2908,125,1,11,700,1077,204,1312,35,665,0,954,0,3217,0
2909,27,1,524,497,74,100,182,43,274,0,82,0,50,0
2910,0,1,11,1099,134,299,242,280,378,0,1041,0,7676,0
2911,1876,1,46,1817,79,684,0,397,7,0,310,0,2233,34
2912,87,1,7,2129,169,54,0,10,381,0,346,1214,41,3
2913,63,1,92,599,556,123,518,1,366,0,37,0,312,0
2914,267,1,66,4569,1660,88,0,28,530,0,1001,0,777,21
2915,57,1,12,599,78,119,44,9,368,0,276,0,194,12
2916,196,1,484,800,747,219,520,36,703,0,111,0,17,51
2917,33,1,116,300,194,65,158,3,289,0,154,437,206,2
2918,48,1,30,400,815,1956,1028,300,100,0,140,0,11788,0
2919,73,0,57,600,606,45,0,18,364,0,0,0,0,0
2920,1771,1,3,1400,25,17,0,736,39,0,792,3247,3369,166
2921,20,1,6,2200,1167,53,604,1,1361,0,194,99,179,6
2922,77,0,137,399,149,22,124,137,262,0,613,0,2594,0
2923,171,1,36,699,432,220,1024,7,378,0,384,0,702,0
2924,209,1,43,1100,793,43,238,190,432,0,26,0,728,0
2925,255,1,801,1170,6858,26,0,7,93,0,25,1060,410,0
2926,79,1,733,123,127,60,0,24,13,0,57,528,148,6
2927,149,1,45,900,167,282,74,48,467,0,54,57,1070,0
2928,77,1,34,700,584,18,1470,77,336,0,24,1294,342,0
2929,54,0,52,400,100,11,300,17,383,0,232,0,353,0
2930,247,1,347,600,341,123,232,243,96,0,293,0,2279,0
2931,79,1,3246,883,1244,55,0,54,0,0,34,35,3949,7
2932,0,1,36,900,86,32,1370,506,109,0,4307,6822,7733,10
2933,123,1,786,95,186,48,1360,17,63,0,225,0,477,21
2934,212,1,22,600,957,997,164,1,514,0,17,16,1228,0
2935,107,1,581,3200,248,9,1970,476,1590,0,372,1384,4912,0
2936,36,0,1,599,88,79,0,1,439,0,595,0,27,0
2937,79,1,10,4000,700,83,2204,84,2395,0,316,0,2131,4
2938,39,1,1,600,126,16,130,17,401,0,15,0,123,0
2939,90,1,5,1600,313,89,1106,678,276,0,4936,10000,1630,55
2940,355,1,7,500,88,124,484,37,332,0,470,0,69,0
2941,15,1,124,3200,1411,7,0,120,2441,0,534,0,299,3
2942,67,1,30,600,174,10,254,40,448,0,695,181,25,0
2943,84,1,340,600,110,149,394,80,232,0,55,67,4666,0
2944,0,1,2,700,5,19,0,63,390,0,11,24,24,12
2945,24,1,1,3200,256,14,0,749,2289,0,0,0,376,0
2946,200,1,45,800,41,79,0,189,551,0,366,0,711,0
2947,371,1,9,1698,1044,70,0,5,1323,0,625,0,8,0
2948,186,1,19,2600,1205,58,952,140,2090,0,599,0,644,0
2949,38,1,6,906,202,2,0,21,515,0,49,0,40,0
2950,4,1,1,413,4,2,0,81,314,0,213,13,1300,1
2951,29,1,33,34387,130,21,520,321,15508,0,22,4,570,4
2952,29,1,12,777,8,183,0,10,670,0,22,17,49,3
2953,40,1,12,7645,14,7,0,2,7643,0,29,23,34,0
2954,57,1,2,528,69,37,1134,34,494,0,330,910,12,4
2955,741,1,3,1101,1361,204,1200,70,533,0,1117,4555,345,0
2956,246,1,1276,500,1996,181,356,3,409,0,3118,0,1532,0
2957,401,1,3,400,726,111,160,15,385,0,924,406,661,84
2958,59,1,20,700,2621,39,0,5,695,0,467,306,3283,0
2959,243,1,10,400,202,588,940,64,334,0,129,0,1646,50
2960,256,1,132,3141,319,584,1252,155,549,0,200,1709,4987,43
2961,57,1,125,400,274,282,302,146,254,0,200,0,21,0
2962,115,1,43,400,1314,220,1494,8,353,0,2793,812,317,0
2963,0,1,115,1600,7987,359,728,17,1156,0,78,988,136,17
2964,5,1,271,300,696,116,226,27,273,0,45,0,196,0
2965,122,1,2,1891,1379,51,0,13,501,0,239,17,41,25
2966,72,1,253,2500,424,119,320,33,1861,0,380,0,258,0
2967,92,1,754,100,224,203,76,43,15,0,20,210,459,0
2968,115,1,49,500,398,815,422,80,420,0,174,0,1068,0
2969,608,1,4,7403,2801,45,0,29,2362,0,229,0,1393,58
2970,213,1,40,700,3922,13,0,90,385,0,61,238,1347,0
2971,106,1,6882,200,93,177,418,6,10,0,32,0,30,7
2972,7,1,41,499,252,37,0,52,317,0,61,313,98,0
2973,151,1,25,500,189,97,584,14,413,0,73,0,93,0
2974,114,1,164,2000,218,97,1068,46,1211,0,232,0,256,0
2975,642,1,411,399,110,9,0,44,211,0,0,278,483,37
2976,160,1,63,9516,977,216,870,296,1876,0,548,1521,9851,0
2977,603,1,7,500,788,288,416,12,488,0,318,0,1526,0
2978,164,1,36,9298,683,101,810,136,2251,0,680,351,185,63
2979,355,1,17,5165,72,537,0,724,460,0,144,112,2568,0
2980,320,1,157,2500,799,211,724,63,1676,0,1227,0,893,0
2981,1148,1,25,800,1675,192,600,231,188,0,4250,6371,1837,164
2982,280,1,4,6200,6374,21,1450,28,3642,0,1702,0,1552,66
2983,148,1,132,11800,1803,116,226,675,6970,0,1733,0,1252,37
2984,5,1,4,2699,917,182,1312,1214,859,0,183,81,8029,34
2985,155,1,7,8100,3000,50,0,19,8080,0,20,17,566,5
2986,96,1,12,400,51,32,196,20,380,0,9,0,133,0
2987,1924,1,12,400,692,120,844,98,302,0,266,0,1441,0
2988,73,1,94,500,290,31,0,25,424,0,1392,0,151,26
2989,223,1,1602,200,40,9,292,5,90,0,83,42,12,0
2990,136,1,168,4400,264,140,1816,468,1461,0,1576,3949,2923,0
2991,33,1,13,1226,78,83,112,180,328,0,58,8,69,0
2992,95,1,2,700,549,32,1180,89,423,0,66,0,472,11
2993,602,0,1,1298,571,21,1254,695,603,0,33,0,8746,17
2994,20,1,83,5253,218,11,206,2,1886,0,2,139,56,2
2995,13,1,31,700,322,47,46,83,422,0,10,10,120,11
2996,263,1,4,13576,36,635,0,132,9553,0,118,0,569,0
2997,6,1,1369,40,16,18,14,4,5,0,3,32,23,0
2998,67,1,7,600,905,29,746,166,326,0,255,0,95,0
2999,15,1,2032,300,96,6,196,3,171,0,6,48,19,6
3000,38,0,24,1100,1514,24,0,14,1086,0,502,0,9,0
3001,73,1,26,700,85,12,640,34,461,0,316,63,53,47
3002,35,1,325,6799,468,4,0,41,5814,0,0,1,11,14
3003,139,1,8,2100,1248,127,1964,134,1261,0,687,1732,56,52
3004,5,1,5,675,914,50,648,6,641,0,1,0,11,0
3005,11,0,152,474,496,1,86,14,460,0,80,282,83,5
3006,918,1,771,400,6286,427,186,179,52,0,204,0,945,0
3007,81,1,1002,600,69,64,26,78,173,0,72,0,912,0
3008,196,1,2897,100,11,46,198,6,7,0,2117,479,214,22
3009,181,1,97,1200,85,373,700,635,71,0,1061,414,5905,0
3010,922,1,6,3644,100,275,0,387,183,0,348,636,347,0
3011,785,1,3,600,225,217,790,100,302,0,12,0,333,0
3012,55,1,1,1400,226,49,134,6,1192,0,253,170,419,10
3013,30,1,4,600,1333,19,0,195,179,0,719,272,805,28
3014,345,1,9,599,497,150,380,11,463,0,254,0,680,0
3015,5,0,1,541,76,83,280,4,529,0,106,0,7,0
3016,64,1,73,8800,698,262,0,55,6196,0,28,91,522,4
3017,1808,1,146,800,542,455,232,493,51,0,186,44,26498,100
3018,30,1,5,600,77,83,252,19,581,0,192,117,459,8
3019,47,1,16,700,269,91,196,40,501,0,11,151,116,4
3020,0,1,27,1100,1,27,0,912,0,0,5,2,3073,2
3021,695,1,531,299,331,195,30,64,136,0,136,203,697,55
3022,50,1,1,1675,378,98,308,34,496,0,430,115,26,0
3023,490,1,77,500,616,361,544,78,289,0,1473,1418,1691,72
3024,275,1,75,500,158,360,256,71,298,0,688,0,558,0
3025,30,1,43,1900,800,21,342,309,895,0,174,0,2545,0
3026,106,1,19,800,1625,46,0,21,779,0,1432,0,793,0
3027,4,0,1,800,147,13,0,7,639,0,313,0,104,0
3028,4,1,3,600,305,15,0,183,200,0,10,358,201,22
3029,27,1,2,469,33,10,0,93,343,0,88,161,91,2
3030,142,1,3,1200,117,198,840,38,767,0,2637,0,612,0
3031,141,1,75,2000,361,171,560,1156,371,0,1029,817,3496,0
3032,507,1,70,714,1435,6,180,26,555,0,216,1194,484,0
3033,168,1,1702,100,4793,31,224,0,1,0,157,0,350,0
3034,53,1,80,1200,52,26,168,0,363,0,186,479,202,0
3035,41,1,5,500,414,149,220,36,464,0,354,454,354,0
3036,2,0,18,1000,237,21,0,81,509,0,26,34,149,8
3037,160,1,686,365,446,31,1726,8,357,0,61,0,17,0
3038,2837,1,10,8218,243,166,0,320,929,0,1926,1344,560,99
3039,133,1,8,1500,15,112,122,114,948,0,32,0,30,33
3040,236,1,2251,86,1806,16,170,1,9,0,38,73,3,0
3041,55,1,2541,2655,932,59,56,817,169,0,1386,0,4629,21
3042,44,1,15,700,388,43,0,82,349,0,1148,228,410,0
3043,0,0,10,600,878,1,156,129,354,0,71,0,46,0
3044,25,1,2,700,60,4,0,3,384,0,1,0,3,2
3045,39,1,49,800,189,25,146,58,554,0,1,0,181,0
3046,37,1,7,2122,16,49,0,88,955,0,8,0,216,7
3047,74,1,774,24,489,3,0,0,21,0,0,0,28,0
3048,43,1,4,700,1001,2,0,8,514,0,111,106,42,9
3049,630,1,424,398,943,170,76,129,170,0,400,1114,235,31
3050,66,1,168,800,6484,79,78,210,208,0,76,305,914,7
3051,185,1,2793,300,1317,413,276,69,31,0,369,97,652,25
3052,338,1,13410,2144,667,648,280,218,181,0,255,0,2075,0
3053,102,1,26,800,99,310,756,58,421,0,483,762,1533,9
3054,220,1,343,400,2599,665,436,37,363,0,498,1085,293,0
3055,146,1,1232,400,78,283,160,105,206,0,1017,0,323,0
3056,2224,1,10,1100,1098,143,458,20,921,0,17,0,360,12
3057,194,1,45,700,132,97,234,150,550,0,104,0,1117,37
3058,47,1,87,8197,750,75,0,188,1762,0,58,64,617,79
3059,393,1,302,200,4,148,126,54,10,0,388,879,1109,98
3060,799,1,6322,200,158,20,0,37,23,0,170,0,594,632
3061,10,1,622,600,1185,110,176,1,401,0,137,0,20,0
3062,1152,1,1,900,1510,6,0,33,730,0,219,367,55,94
3063,70,0,8,2200,60,59,0,15,1167,0,186,0,12,0
3064,63,0,36,600,371,134,126,8,380,0,358,530,30,0
3065,3,1,17,7468,1839,376,0,144,1028,0,1937,4655,37216,11
3066,479,1,64,4284,791,204,0,52,1074,0,854,854,1034,0
3067,23,1,9,500,48,207,30,21,339,0,337,0,730,0
3068,105,1,37,500,117,77,346,17,443,0,50,466,384,36
3069,126,1,79,2242,483,47,68,12,347,0,111,571,148,0
3070,4,1,2,1530,782,59,112,82,1234,0,64,0,176,0
3071,26,1,57,500,441,126,168,278,90,0,20,0,1375,0
3072,231,1,12,1600,271,140,332,34,967,0,20,523,229,12
3073,36,1,155,4999,2704,16,654,737,4192,0,1582,1182,159,0
3074,125,1,659,900,1153,112,406,48,501,0,242,0,374,35
3075,92,1,18,54000,683,539,0,611,35040,0,9844,1473,8317,183
3076,66,1,3,800,560,136,240,787,12,0,492,879,497,55
3077,245,1,271,2999,899,37,4822,46,2615,0,9953,0,106,0
3078,54,1,3,1388,27,12,0,368,335,0,17,0,1283,0
3079,55,1,4656,116,212,21,0,16,13,0,16,0,457,0
3080,117,1,639,200,26,58,0,20,68,0,141,2001,65,35
3081,64,1,5,1099,350,42,72,13,1009,0,208,0,186,0
3082,35,1,20,5018,1447,15,0,778,2421,0,440,0,261,0
3083,0,1,10,1819,210,107,0,151,471,0,1,0,1957,0
3084,7,1,6,864,42,286,0,20,449,0,0,19,17,0
3085,17,1,3,630,28,32,0,25,553,0,16,0,77,3
3086,23,1,1,692,62,12,760,257,255,0,213,0,70,7
3087,5,0,529,527,8296,24,44,96,430,0,90,0,69,0
3088,208,1,195,500,1820,40,342,14,486,0,7253,0,4798,0
3089,2627,1,398,3201,932,270,886,1094,1101,0,1718,1339,1536,361
3090,107,1,1310,200,110,203,226,5,111,0,31,0,56,0
3091,56,1,3721,100,672,267,12,7,3,0,132,0,332,0
3092,109,0,900,100,284,84,248,10,45,0,22,0,35,0
3093,1219,1,8,800,304,452,776,410,92,0,190,64,2029,0
3094,120,1,1197,100,150,73,312,4,32,0,0,22,124,0
3095,179,1,36,499,174,17,0,62,437,0,1569,191,556,54
3096,165,1,28,500,253,276,274,29,372,0,735,0,517,0
3097,10,1,1,3200,30,1,0,25,1575,0,49,122,133,0
3098,107,1,7,2789,565,248,1394,61,810,0,182,248,2232,61
3099,130,1,2,700,248,122,138,44,552,0,177,0,46,0
3100,6,1,46,1900,236,41,0,164,981,0,216,594,124,14
3101,233,1,94,59690,2470,81,0,57,21907,0,834,2054,1034,0
3102,33,1,2179,122,31,41,46,2,38,0,55,127,187,0
3103,9,1,4,899,3,7,0,565,0,0,148,15,591,0
3104,438,1,7,7481,49,482,0,413,114,0,1526,1350,20181,0
3105,20,1,1,844,460,23,0,1,477,0,205,18,151,5
3106,42,1,128,700,462,187,388,437,19,0,199,0,6138,41
3107,230,1,82,2400,1856,66,0,110,1180,0,9802,2333,1913,0
3108,78,1,16,9129,1796,103,254,118,3201,0,925,1133,1988,0
3109,571,1,10,600,163,17,964,32,568,0,1364,0,646,0
3110,73,1,65,500,143,35,394,2,497,0,292,84,156,0
3111,330,1,3,2483,1753,188,488,40,510,0,2594,2665,699,65
3112,1118,1,33,900,2474,74,2620,29,416,0,68,0,64,0
3113,70,1,33,6232,146,17,192,144,1792,0,100,0,49,0
3114,29,1,4,1099,210,43,140,35,419,0,5,0,39,0
3115,17,1,709,3700,848,43,0,53,2353,0,24,0,405,20
3116,87,1,1,1458,219,44,0,57,433,0,10,0,191,0
3117,381,1,20,700,849,20,2796,443,13,0,310,0,2915,0
3118,74,1,140,2200,167,65,522,33,1528,0,475,209,105,0
3119,589,1,459,800,1720,128,2810,330,147,0,1085,0,109,0
3120,45,1,542,100,1350,47,0,6,8,0,192,0,82,0
3121,74,1,31,4300,3342,19,2168,110,2956,0,2832,0,496,0
3122,47,1,1,7500,1272,29,1046,24,4402,0,598,0,438,17
3123,400,1,1,1200,529,110,310,190,337,0,128,0,805,0
3124,9,1,5,18800,26,46,0,56,14563,0,3,8,8,0
3125,0,1,56,500,97,56,392,191,227,0,597,0,291,0
3126,80,1,8,1000,504,11,148,661,70,0,55,0,575,116
3127,48,1,74,600,70,54,762,59,489,0,160,0,174,123
3128,7,1,34,600,502,18,134,112,297,0,232,38,49,16
3129,0,1,14,1428,487,378,0,12,1416,0,15,32,21,0
3130,230,1,1,1786,1,308,762,28,1388,0,14,394,467,35
3131,166,1,74,7990,443,281,1098,118,611,0,207,256,3159,0
3132,5,1,1,499,591,69,0,321,48,0,145,223,629,6
3133,116,1,877,100,188,125,92,35,6,0,138,0,51,0
3134,58,1,948,30,236,40,54,12,4,0,99,119,53,22
3135,91,1,127,499,641,351,96,7,492,0,87,0,100,0
3136,135,1,23,1200,1149,125,710,17,719,0,196,0,207,0
3137,305,1,362,600,430,385,1942,253,162,0,171,0,4954,96
3138,297,1,3,3157,80,365,0,89,827,0,53,319,510,11
3139,140,1,124,11552,233,143,648,378,617,0,6378,0,1377,56
3140,204,1,207,400,144,100,0,158,61,0,258,0,450,0
3141,66,1,22,500,1453,76,826,43,433,0,150,240,938,0
3142,188,1,97,500,132,230,84,192,126,0,718,0,12832,0
3143,118,1,1980,300,327,1359,1172,136,164,0,2824,1608,2101,0
3144,81,1,5,1300,1027,171,296,1,1299,0,114,0,51,0
3145,214,1,12,600,646,188,584,60,540,0,207,0,1272,62
3146,5478,1,78,5785,4338,6426,688,301,641,0,497,0,1206,298
3147,26,1,6,600,1926,26,0,116,484,0,20,284,619,0
3148,210,1,45,63317,2858,341,9976,33,18187,0,9870,642,220,13
3149,424,1,89,2600,1298,11,272,91,1683,0,817,1093,7913,162
3150,42,1,786,600,9385,23,138,290,42,0,21,0,931,0
3151,37,1,8,2300,445,27,1004,106,1536,0,100,0,353,0
3152,182,1,9,798,61,41,188,256,106,0,163,220,131,5
3153,55,1,7,700,4673,27,0,29,434,0,5,207,1093,17
